a_id,q_id,predict_label_SFRN,next_high_class,predict_label_A,truth_label,prob_incorrect_SFRN,prob_partial_correct_SFRN,prob_correct_SFRN,prob_incorrect_A,prob_partial_correct_A,prob_correct_A
force.energy.4.496@test.com_Lab2_Q3,3,2,1,1,2,0.029468032,0.09825319,0.87227875,0.16691908,0.46592745,0.36715353
force.energy.4.493@test.com_Lab2_Q3,3,0,1,0,0,0.9998599,0.000136318,3.717623e-06,0.98923033,0.009724996,0.0010447492
pe.ke.1.931@test.com_Lab2_Q3,3,1,2,1,0,0.041284494,0.8794904,0.07922513,0.020964116,0.9751814,0.0038545472
pe.ke.1.838@test.com_Lab2_Q3,3,2,1,2,1,0.0045804726,0.005748179,0.98967135,0.019208398,0.004750008,0.9760416
pe.ke.3.832@test.com_Lab2_Q3,3,1,0,1,0,0.29351917,0.648847,0.057633806,0.020389954,0.977514,0.002096049
pe.ke.3.970@test.com_Lab2_Q3,3,0,1,1,0,0.54266334,0.4176199,0.03971672,0.052959368,0.94448286,0.0025577038
pe.ke.4.904@test.com_Lab2_Q3,3,0,1,0,0,0.8729979,0.11944679,0.0075553614,0.9891679,0.009816264,0.0010158006
pe.ke.4.307@test.com_Lab2_Q3,3,0,1,1,0,0.8545956,0.1374314,0.007973022,0.3772049,0.6177572,0.0050378772
pe.ke.4.841@test.com_Lab2_Q3,3,1,2,1,2,0.0447776,0.8627364,0.092485994,0.033601146,0.9582541,0.008144793
pe.ke.4.439@test.com_Lab2_Q3,3,0,1,1,1,0.53886145,0.4376836,0.023454964,0.10031388,0.70657074,0.19311537
pe.ke.4.109@test.com_Lab2_Q3,3,0,1,0,0,0.99999976,2.4107734e-07,3.522374e-09,0.9946898,0.004409611,0.000900555
pe.ke.4.583@test.com_Lab2_Q3,3,1,2,1,0,0.052800197,0.84957856,0.0976212,0.108846545,0.88737875,0.0037746914
pe.ke.4.238@test.com_Lab2_Q3,3,0,1,0,0,1.0,2.3669552e-08,4.831108e-10,0.9558493,0.03771501,0.0064357216
pe.ke.4.331@test.com_Lab2_Q3,3,0,1,0,0,0.94391453,0.053662635,0.0024228161,0.9513191,0.044863123,0.0038178437
energy.mass.4.754@test.com_Lab2_Q4,4,2,1,2,2,0.062238496,0.063691534,0.8740699,0.017206868,0.0043336553,0.9784595
energy.mass.4.211@test.com_Lab2_Q4,4,2,0,2,2,0.039620098,0.037268266,0.9231116,0.01621509,0.0038823278,0.97990257
energy.mass.5.256@test.com_Lab2_Q4,4,2,0,2,0,0.055212315,0.055016816,0.8897709,0.05445433,0.024093188,0.9214524
energy.mass.5.619@test.com_Lab2_Q4,4,2,1,1,2,0.12812911,0.22108807,0.6507829,0.044834837,0.92956215,0.025602978
energy.mass.5.634@test.com_Lab2_Q4,4,2,1,1,1,0.13488387,0.16305514,0.702061,0.031198988,0.95906216,0.009738832
energy.mass.5.397@test.com_Lab2_Q4,4,2,1,1,1,0.11996017,0.15093453,0.7291053,0.045047555,0.90953207,0.045420416
mass.force.4.451@test.com_Lab2_Q4,4,2,0,1,1,0.07279603,0.07075181,0.85645217,0.027202798,0.9642139,0.0085832635
mass.force.4.229@test.com_Lab2_Q4,4,2,1,1,1,0.14069505,0.22001165,0.63929325,0.022091178,0.96797013,0.009938691
mass.force.4.463@test.com_Lab2_Q4,4,1,2,2,1,0.21331199,0.42431283,0.36237517,0.022238396,0.006266203,0.9714954
mass.force.4.274@test.com_Lab2_Q4,4,2,1,2,0,0.08467597,0.09198606,0.8233379,0.042162728,0.019027958,0.93880934
mass.force.4.160@test.com_Lab2_Q4,4,2,1,1,1,0.15965454,0.20532955,0.6350159,0.051032417,0.9330598,0.015907796
mass.force.4.310@test.com_Lab2_Q4,4,2,0,2,1,0.04763655,0.045205522,0.9071579,0.03129869,0.013786215,0.95491505
mass.force.4.367@test.com_Lab2_Q4,4,2,1,2,1,0.08865212,0.10084563,0.8105023,0.021750446,0.0071769287,0.9710726
mass.force.5.979@test.com_Lab2_Q4,4,2,1,1,1,0.15664943,0.30187285,0.54147774,0.11137692,0.697836,0.1907871
mass.force.5.127@test.com_Lab2_Q4,4,2,0,2,2,0.05479128,0.052300744,0.892908,0.04241517,0.017491495,0.94009334
speed.energy.5.136@test.com_Lab2_Q4,4,2,1,1,2,0.059090134,0.06186303,0.8790468,0.017889045,0.9754262,0.0066847512
speed.energy.5.724@test.com_Lab2_Q4,4,2,1,2,2,0.05243474,0.05291286,0.8946524,0.022970947,0.008198538,0.96883047
force.speed.1.523@test.com_Lab2_Q4,4,1,2,0,0,0.17924084,0.54494894,0.27581027,0.9004807,0.095718265,0.003801032
force.speed.1.436@test.com_Lab2_Q4,4,1,2,0,0,0.16868784,0.49337173,0.33794042,0.7787971,0.21327244,0.007930479
force.speed.1.256@test.com_Lab2_Q4,4,2,1,2,1,0.10666667,0.13064367,0.7626896,0.025677651,0.009755957,0.96456635
force.speed.1.808@test.com_Lab2_Q4,4,2,1,1,0,0.12209767,0.17709152,0.7008108,0.021556037,0.97549415,0.0029497447
force.speed.1.511@test.com_Lab2_Q4,4,2,1,2,1,0.08677544,0.087947056,0.82527757,0.03644598,0.015712712,0.94784135
force.speed.1.709@test.com_Lab2_Q4,4,2,1,2,1,0.0804091,0.086407356,0.8331836,0.031272214,0.01431522,0.9544126
force.speed.1.925@test.com_Lab2_Q4,4,2,1,1,0,0.120358646,0.17244864,0.7071927,0.06634289,0.8407907,0.09286645
force.speed.1.784@test.com_Lab2_Q4,4,2,0,2,1,0.04322226,0.04067954,0.91609824,0.106716156,0.22746411,0.6658197
force.speed.3.277@test.com_Lab2_Q4,4,2,1,2,1,0.06568328,0.07160768,0.862709,0.068625964,0.09861036,0.8327636
force.speed.3.388@test.com_Lab2_Q4,4,2,1,2,2,0.0652659,0.06617499,0.8685591,0.021556206,0.006322853,0.972121
force.speed.3.496@test.com_Lab2_Q4,4,2,1,0,0,0.13021463,0.1797989,0.6899864,0.98880196,0.009739641,0.0014584911
force.speed.3.790@test.com_Lab2_Q4,4,2,1,1,0,0.18002233,0.36209422,0.4578834,0.15209983,0.8201861,0.0277141
force.speed.3.853@test.com_Lab2_Q4,4,2,0,2,1,0.02772829,0.024453847,0.94781786,0.11296407,0.21281186,0.6742241
force.speed.3.835@test.com_Lab2_Q4,4,2,1,1,1,0.14720108,0.29861462,0.5541843,0.014882428,0.9834541,0.0016634221
force.energy.4.658@test.com_Lab2_Q4,4,2,1,2,2,0.058348235,0.059354223,0.8822975,0.030564124,0.014102877,0.955333
force.energy.4.133@test.com_Lab2_Q4,4,2,1,1,2,0.11845533,0.16588841,0.7156563,0.018748518,0.97692454,0.0043268753
force.energy.4.637@test.com_Lab2_Q4,4,2,1,2,2,0.058348235,0.059354223,0.8822975,0.030579343,0.014085583,0.9553351
force.energy.4.664@test.com_Lab2_Q4,4,2,1,1,2,0.1350319,0.19201003,0.6729581,0.36802363,0.62100804,0.010968266
force.energy.4.796@test.com_Lab2_Q4,4,2,1,2,1,0.09980869,0.11151325,0.7886781,0.11208584,0.16577205,0.7221421
force.energy.4.496@test.com_Lab2_Q4,4,2,1,1,0,0.1282727,0.25662044,0.61510694,0.042368237,0.95225734,0.0053744125
force.energy.4.493@test.com_Lab2_Q4,4,0,1,0,0,0.95926005,0.030248443,0.010491474,0.99891675,0.0008745876,0.00020865959
pe.ke.1.931@test.com_Lab2_Q4,4,2,0,2,1,0.034369823,0.030187698,0.9354425,0.03377827,0.015974632,0.95024705
pe.ke.1.838@test.com_Lab2_Q4,4,2,0,2,2,0.046635,0.04264105,0.9107239,0.018882096,0.0054447516,0.9756732
pe.ke.3.832@test.com_Lab2_Q4,4,2,1,1,0,0.081926376,0.08317456,0.834899,0.054732494,0.9145225,0.030744892
pe.ke.3.970@test.com_Lab2_Q4,4,2,1,1,1,0.13515477,0.18684945,0.6779958,0.021707552,0.97577363,0.0025187642
pe.ke.4.904@test.com_Lab2_Q4,4,1,0,1,0,0.28295293,0.44316977,0.27387732,0.017491098,0.98061347,0.0018953417
pe.ke.4.307@test.com_Lab2_Q4,4,2,1,1,1,0.08454157,0.09336517,0.82209325,0.036181517,0.95741576,0.0064027472
pe.ke.4.841@test.com_Lab2_Q4,4,2,0,2,2,0.056671582,0.05575884,0.88756955,0.025769366,0.008256416,0.9659742
pe.ke.4.439@test.com_Lab2_Q4,4,2,1,2,1,0.19980629,0.27417105,0.5260226,0.045938887,0.020568065,0.933493
pe.ke.4.109@test.com_Lab2_Q4,4,0,1,0,0,0.99999833,1.4472004e-06,1.9180086e-07,0.9956197,0.0039242147,0.00045599812
pe.ke.4.583@test.com_Lab2_Q4,4,2,1,2,1,0.10523208,0.12327292,0.771495,0.097835384,0.17886342,0.72330123
pe.ke.4.238@test.com_Lab2_Q4,4,1,2,1,1,0.19901009,0.5062912,0.29469875,0.048722535,0.94944227,0.0018353016
pe.ke.4.331@test.com_Lab2_Q4,4,1,2,1,1,0.20813902,0.4426717,0.34918928,0.08046893,0.8962917,0.0232394
mass.force.3.202@test.com_Lab3_Q3,5,2,0,1,2,0.021541284,0.016959859,0.9614988,0.03292061,0.96005774,0.0070217215
mass.force.3.823@test.com_Lab3_Q3,5,2,0,2,2,0.012111022,0.008842932,0.9790461,0.020603037,0.004574507,0.9748224
mass.force.4.580@test.com_Lab3_Q3,5,2,0,2,2,0.02326087,0.018265218,0.9584739,0.023442151,0.0057032024,0.9708546
mass.force.4.916@test.com_Lab3_Q3,5,2,0,2,2,0.030680878,0.024524396,0.94479465,0.021889444,0.0051481654,0.9729624
mass.force.4.550@test.com_Lab3_Q3,5,2,0,2,2,0.017031875,0.013051346,0.9699168,0.04035214,0.012204527,0.9474433
mass.force.4.385@test.com_Lab3_Q3,5,2,0,2,2,0.023078386,0.017872438,0.9590491,0.02524826,0.0060998267,0.96865195
speed.energy.3.766@test.com_Lab3_Q3,5,2,0,2,2,0.017658316,0.013570381,0.9687713,0.028395396,0.007295457,0.9643091
speed.energy.3.946@test.com_Lab3_Q3,5,2,0,1,2,0.02803805,0.02310545,0.94885653,0.13236298,0.60439664,0.2632403
speed.energy.3.952@test.com_Lab3_Q3,5,2,0,2,2,0.022477133,0.017629119,0.9598937,0.06282902,0.023944732,0.9132263
speed.energy.3.907@test.com_Lab3_Q3,5,2,0,2,2,0.01843458,0.014022765,0.9675426,0.020933654,0.0050585773,0.9740078
speed.energy.3.925@test.com_Lab3_Q3,5,2,0,2,2,0.014359929,0.010680774,0.97495925,0.020682313,0.0049533686,0.9743643
speed.energy.3.655@test.com_Lab3_Q3,5,2,0,2,2,0.012148351,0.008930696,0.978921,0.022522599,0.0053685764,0.97210884
speed.energy.3.685@test.com_Lab3_Q3,5,2,0,2,2,0.0367475,0.030945856,0.93230665,0.023522839,0.005170536,0.9713066
speed.energy.3.931@test.com_Lab3_Q3,5,2,0,2,2,0.047253083,0.04127274,0.9114742,0.038328722,0.014313686,0.9473576
speed.energy.3.388@test.com_Lab3_Q3,5,2,0,0,0,0.06391104,0.060218398,0.8758705,0.91162,0.08423337,0.004146654
speed.energy.3.715@test.com_Lab3_Q3,5,2,0,1,2,0.015135256,0.01140197,0.97346276,0.09310017,0.84698224,0.05991757
force.speed.2.937@test.com_Lab3_Q3,5,2,0,1,0,0.0239272,0.019912949,0.95615983,0.12438743,0.84506124,0.030551292
force.speed.2.910@test.com_Lab3_Q3,5,2,0,1,0,0.041663624,0.03647754,0.9218588,0.060230255,0.934264,0.0055057737
force.speed.2.991@test.com_Lab3_Q3,5,2,0,0,1,0.074810855,0.066641696,0.85854745,0.6054013,0.17613077,0.21846794
force.speed.2.913@test.com_Lab3_Q3,5,2,0,2,2,0.025471872,0.01989829,0.9546298,0.025408607,0.0066664196,0.96792495
force.speed.2.721@test.com_Lab3_Q3,5,2,0,2,2,0.02041443,0.015656045,0.9639295,0.028082732,0.007854205,0.9640631
force.speed.2.394@test.com_Lab3_Q3,5,2,0,1,0,0.04050057,0.034140665,0.92535883,0.06881871,0.8994473,0.031733952
force.speed.2.460@test.com_Lab3_Q3,5,2,0,2,2,0.018598558,0.014344001,0.9670574,0.18276773,0.09983569,0.7173966
force.speed.2.652@test.com_Lab3_Q3,5,2,0,2,2,0.021572735,0.017014602,0.96141267,0.14491558,0.07946515,0.77561927
force.speed.2.772@test.com_Lab3_Q3,5,2,0,2,0,0.060410567,0.053601116,0.8859883,0.08326864,0.057546888,0.85918444
force.speed.3.604@test.com_Lab3_Q3,5,2,0,2,2,0.053799994,0.04500738,0.9011926,0.025434641,0.006543265,0.96802205
force.energy.3.121@test.com_Lab3_Q3,5,2,0,2,2,0.016531516,0.012684882,0.9707836,0.032374587,0.008081598,0.95954376
force.energy.3.244@test.com_Lab3_Q3,5,2,0,2,2,0.025584048,0.020272037,0.9541439,0.02858628,0.0074022026,0.9640115
force.energy.3.466@test.com_Lab3_Q3,5,2,0,2,2,0.019772543,0.015092705,0.9651348,0.028911317,0.0073578632,0.9637308
force.energy.3.316@test.com_Lab3_Q3,5,2,0,2,2,0.016677994,0.012602208,0.97071975,0.023017287,0.0052629574,0.97171974
force.energy.3.304@test.com_Lab3_Q3,5,2,0,2,2,0.028266171,0.022966094,0.9487678,0.027765615,0.0068099336,0.9654245
force.energy.3.718@test.com_Lab3_Q3,5,2,0,2,2,0.022057513,0.017469758,0.9604727,0.07205495,0.029054359,0.8988907
force.energy.4.493@test.com_Lab3_Q3,5,2,0,2,0,0.09613547,0.08864562,0.815219,0.08359396,0.04783095,0.8685751
pe.ke.1.931@test.com_Lab3_Q3,5,2,0,2,2,0.032936502,0.027388409,0.93967503,0.029926896,0.0077896435,0.9622835
pe.ke.1.838@test.com_Lab3_Q3,5,2,0,2,2,0.035436593,0.02958874,0.93497473,0.025132038,0.0066525056,0.96821547
pe.ke.1.529@test.com_Lab3_Q3,5,2,0,2,1,0.019335084,0.014955166,0.96570975,0.03108891,0.008686669,0.96022445
pe.ke.1.442@test.com_Lab3_Q3,5,2,0,2,0,0.022412887,0.01780089,0.9597862,0.052559137,0.028018277,0.9194226
pe.ke.1.853@test.com_Lab3_Q3,5,2,0,2,1,0.027063938,0.02183723,0.95109886,0.06905769,0.028115502,0.9028268
pe.ke.1.358@test.com_Lab3_Q3,5,2,0,2,2,0.01577466,0.011729458,0.97249585,0.017868616,0.0039027047,0.9782286
pe.ke.1.733@test.com_Lab3_Q3,5,2,0,1,0,0.06351573,0.057114862,0.8793694,0.0829738,0.9123449,0.004681315
pe.ke.1.517@test.com_Lab3_Q3,5,2,0,2,2,0.01842933,0.013959941,0.9676107,0.025568113,0.0063527417,0.96807915
pe.ke.1.283@test.com_Lab3_Q3,5,2,0,2,1,0.020285584,0.0156130865,0.9641013,0.022229202,0.0050077154,0.9727631
speed.mass.1.361@test.com_Lab3_Q3,5,2,0,2,2,0.02145127,0.017046591,0.96150213,0.03167838,0.0081887655,0.9601329
speed.mass.2.973@test.com_Lab3_Q3,5,2,0,2,2,0.012815933,0.009448651,0.9777354,0.019515924,0.0045947484,0.9758893
speed.mass.2.937@test.com_Lab3_Q3,5,2,0,1,1,0.018931435,0.01474691,0.9663216,0.03543102,0.95836115,0.006207932
speed.mass.2.925@test.com_Lab3_Q3,5,2,0,0,0,0.04347853,0.038346414,0.91817504,0.9307504,0.065317996,0.003931525
speed.mass.2.433@test.com_Lab3_Q3,5,2,0,2,0,0.01982452,0.015406836,0.9647686,0.029194623,0.0072864387,0.963519
speed.mass.2.874@test.com_Lab3_Q3,5,2,0,2,1,0.018213943,0.014043392,0.9677426,0.053019628,0.01712496,0.9298554
speed.mass.2.127@test.com_Lab3_Q3,5,2,0,2,2,0.028049642,0.023209011,0.9487414,0.15877889,0.30164754,0.53957355
speed.mass.2.571@test.com_Lab3_Q3,5,2,0,2,2,0.023951605,0.01940458,0.9566438,0.020487366,0.00458802,0.97492456
speed.mass.2.574@test.com_Lab3_Q3,5,2,0,2,2,0.013706493,0.01014031,0.97615325,0.027159462,0.006688054,0.9661524
speed.mass.2.859@test.com_Lab3_Q3,5,2,0,2,2,0.024075791,0.019532591,0.9563916,0.0234562,0.0056163706,0.9709274
mass.force.3.202@test.com_Lab3_Q4,6,2,0,1,2,0.035212677,0.029780624,0.9350067,0.06622683,0.88817775,0.045595385
mass.force.3.823@test.com_Lab3_Q4,6,2,0,2,2,0.038447488,0.032634933,0.9289176,0.02086101,0.0050053746,0.97413355
mass.force.4.580@test.com_Lab3_Q4,6,2,0,1,2,0.028952539,0.024094202,0.94695324,0.067719765,0.9191634,0.013116852
mass.force.4.916@test.com_Lab3_Q4,6,2,0,2,2,0.044534013,0.037892364,0.9175736,0.048120912,0.027679143,0.92419994
mass.force.4.550@test.com_Lab3_Q4,6,2,0,2,2,0.036289454,0.030469723,0.93324083,0.027164977,0.0068983384,0.9659367
mass.force.4.385@test.com_Lab3_Q4,6,2,0,2,2,0.03705075,0.031630293,0.931319,0.02384377,0.0059095942,0.9702467
speed.energy.3.766@test.com_Lab3_Q4,6,2,0,1,0,0.05898035,0.05629165,0.884728,0.0852126,0.84592843,0.0688589
speed.energy.3.946@test.com_Lab3_Q4,6,2,0,1,2,0.041956767,0.03574191,0.9223013,0.026185406,0.96971333,0.004101209
speed.energy.3.952@test.com_Lab3_Q4,6,2,0,2,2,0.043739185,0.036976166,0.9192847,0.041815724,0.016052192,0.94213206
speed.energy.3.907@test.com_Lab3_Q4,6,2,0,2,2,0.0201557,0.016025381,0.96381897,0.018206066,0.0042942194,0.97749966
speed.energy.3.925@test.com_Lab3_Q4,6,2,0,2,0,0.15386906,0.14991453,0.69621634,0.06925132,0.07495216,0.8557965
speed.energy.3.655@test.com_Lab3_Q4,6,2,0,2,2,0.018472988,0.014055968,0.96747106,0.028913552,0.007585775,0.9635007
speed.energy.3.685@test.com_Lab3_Q4,6,2,0,2,2,0.04466966,0.03888947,0.9164409,0.022224834,0.0052992166,0.972476
speed.energy.3.931@test.com_Lab3_Q4,6,2,0,2,2,0.02104123,0.01627568,0.96268314,0.021898441,0.005730645,0.9723709
speed.energy.3.388@test.com_Lab3_Q4,6,2,1,0,0,0.15403676,0.18006237,0.6659009,0.9012833,0.09510555,0.0036110599
speed.energy.3.715@test.com_Lab3_Q4,6,2,0,1,2,0.03554382,0.029504564,0.93495154,0.106736474,0.7734857,0.11977785
force.speed.2.937@test.com_Lab3_Q4,6,2,0,1,2,0.03431884,0.02870024,0.9369809,0.11857176,0.6540923,0.22733591
force.speed.2.910@test.com_Lab3_Q4,6,2,0,2,2,0.032099452,0.026417267,0.9414832,0.027225541,0.007539657,0.9652349
force.speed.2.991@test.com_Lab3_Q4,6,2,0,2,2,0.041258745,0.034701955,0.9240393,0.07756035,0.042686593,0.87975305
force.speed.2.913@test.com_Lab3_Q4,6,2,0,2,2,0.028867178,0.023578305,0.94755447,0.033686347,0.011088568,0.95522505
force.speed.2.721@test.com_Lab3_Q4,6,2,0,1,0,0.049338855,0.041130655,0.9095305,0.13403822,0.7025136,0.16344823
force.speed.2.460@test.com_Lab3_Q4,6,2,0,2,2,0.041129943,0.034748457,0.9241217,0.14536756,0.100550056,0.7540823
force.speed.2.652@test.com_Lab3_Q4,6,2,0,2,2,0.06628627,0.061155997,0.87255776,0.051208448,0.023360414,0.9254312
force.speed.3.604@test.com_Lab3_Q4,6,2,0,2,2,0.05675669,0.049429957,0.8938133,0.14682709,0.09983344,0.75333947
force.energy.3.121@test.com_Lab3_Q4,6,2,0,2,2,0.031666707,0.026397211,0.94193614,0.028294297,0.0071898983,0.9645158
force.energy.3.244@test.com_Lab3_Q4,6,2,0,2,2,0.033645425,0.028054904,0.93829966,0.03583244,0.011726304,0.9524412
force.energy.3.466@test.com_Lab3_Q4,6,2,0,2,2,0.03929241,0.032713104,0.9279945,0.04161287,0.011483454,0.94690365
force.energy.3.316@test.com_Lab3_Q4,6,2,0,2,2,0.039464377,0.032830656,0.927705,0.02216056,0.005185757,0.9726537
force.energy.3.304@test.com_Lab3_Q4,6,2,0,2,2,0.044389766,0.03788494,0.9177253,0.025869338,0.0063934065,0.96773726
force.energy.3.718@test.com_Lab3_Q4,6,2,0,1,2,0.04685903,0.041012645,0.9121283,0.105047,0.77655363,0.118399404
force.energy.4.493@test.com_Lab3_Q4,6,2,0,0,0,0.07977385,0.07525157,0.8449745,0.6701391,0.3236814,0.0061794533
pe.ke.1.931@test.com_Lab3_Q4,6,2,0,2,2,0.03312743,0.027266696,0.9396059,0.030925887,0.0097949905,0.9592791
pe.ke.1.838@test.com_Lab3_Q4,6,2,0,2,2,0.016793892,0.012958489,0.9702477,0.023935858,0.006612379,0.9694518
pe.ke.1.529@test.com_Lab3_Q4,6,2,0,2,1,0.037201714,0.031211162,0.93158704,0.06146026,0.032707084,0.90583265
pe.ke.1.442@test.com_Lab3_Q4,6,2,0,2,2,0.052335758,0.04461064,0.90305364,0.022330955,0.0060488014,0.97162026
pe.ke.1.853@test.com_Lab3_Q4,6,2,0,1,1,0.0932877,0.09134051,0.81537175,0.04190414,0.94801205,0.010083839
pe.ke.1.358@test.com_Lab3_Q4,6,2,0,2,2,0.024987953,0.019681007,0.955331,0.019273868,0.0045963326,0.97612983
pe.ke.1.733@test.com_Lab3_Q4,6,2,1,1,0,0.1411695,0.170462,0.68836844,0.07106304,0.90554476,0.023392241
pe.ke.1.517@test.com_Lab3_Q4,6,2,0,2,2,0.03598024,0.029331975,0.9346878,0.02672702,0.0074107083,0.9658622
pe.ke.1.283@test.com_Lab3_Q4,6,2,0,2,2,0.058021437,0.050916675,0.8910619,0.02060633,0.004950375,0.97444326
speed.mass.1.361@test.com_Lab3_Q4,6,2,0,2,1,0.046675034,0.0405354,0.9127895,0.029010063,0.007618543,0.96337134
speed.mass.2.973@test.com_Lab3_Q4,6,2,0,2,2,0.02839541,0.022779347,0.9488253,0.018985858,0.0046367906,0.9763774
speed.mass.2.937@test.com_Lab3_Q4,6,2,0,1,1,0.038117476,0.03196087,0.9299216,0.030012114,0.96524197,0.004745886
speed.mass.2.925@test.com_Lab3_Q4,6,2,0,2,2,0.037452627,0.031709224,0.9308381,0.024591211,0.006457886,0.96895087
speed.mass.2.433@test.com_Lab3_Q4,6,2,0,2,0,0.06752659,0.06140148,0.871072,0.044345003,0.022145795,0.93350923
speed.mass.2.874@test.com_Lab3_Q4,6,2,0,2,2,0.013836595,0.010270509,0.97589284,0.02097846,0.00547328,0.9735483
speed.mass.2.127@test.com_Lab3_Q4,6,2,1,1,0,0.12575775,0.13192704,0.74231523,0.032091536,0.9642585,0.0036500162
speed.mass.2.571@test.com_Lab3_Q4,6,2,0,1,2,0.031157488,0.025780173,0.9430623,0.050197557,0.9269266,0.022875799
speed.mass.2.574@test.com_Lab3_Q4,6,2,1,2,2,0.12780988,0.13015479,0.7420353,0.05446783,0.0165308,0.92900133
speed.mass.2.859@test.com_Lab3_Q4,6,2,0,2,2,0.035744097,0.029930022,0.93432593,0.076551266,0.083445415,0.8400033
mass.force.5.322@test.com_Lab4_Q2,7,2,0,2,2,0.038589,0.03232929,0.9290817,0.01872882,0.004981574,0.9762896
mass.force.5.592@test.com_Lab4_Q2,7,2,0,2,2,0.018884623,0.0148084685,0.9663069,0.0168645,0.004034717,0.9791007
mass.force.5.982@test.com_Lab4_Q2,7,2,0,2,2,0.031267285,0.025255315,0.94347745,0.017110918,0.0037078855,0.9791812
mass.force.5.610@test.com_Lab4_Q2,7,2,0,1,1,0.09270211,0.09080379,0.8164941,0.04691341,0.91267824,0.040408317
mass.force.5.334@test.com_Lab4_Q2,7,2,0,2,2,0.024966192,0.019796424,0.9552374,0.022203254,0.0061872383,0.9716095
mass.force.5.499@test.com_Lab4_Q2,7,2,0,2,1,0.043118235,0.036536276,0.92034554,0.040031817,0.01332968,0.9466385
force.speed.1.523@test.com_Lab4_Q2,7,0,1,0,0,0.8240359,0.12909603,0.046868008,0.97423786,0.02430214,0.0014599233
force.speed.1.436@test.com_Lab4_Q2,7,0,1,1,2,0.5897472,0.23539513,0.17485772,0.07096341,0.9219515,0.0070851054
force.speed.1.256@test.com_Lab4_Q2,7,2,0,2,2,0.086618125,0.08152131,0.83186054,0.04428317,0.020531517,0.93518525
force.speed.1.808@test.com_Lab4_Q2,7,0,1,0,0,0.97959304,0.014732889,0.0056741117,0.98689526,0.012191922,0.00091284595
force.speed.1.511@test.com_Lab4_Q2,7,2,0,2,2,0.01666312,0.012557027,0.9707799,0.01921567,0.004881168,0.97590315
force.speed.1.709@test.com_Lab4_Q2,7,2,0,2,2,0.032318227,0.02579944,0.9418823,0.02933746,0.0076846783,0.9629779
force.speed.1.925@test.com_Lab4_Q2,7,2,0,1,2,0.033656616,0.027501376,0.93884206,0.23676714,0.65064347,0.11258942
force.speed.1.784@test.com_Lab4_Q2,7,2,0,1,0,0.11750182,0.11489393,0.76760423,0.03337021,0.9505764,0.016053312
force.speed.1.343@test.com_Lab4_Q2,7,2,0,2,1,0.08711879,0.07899011,0.83389115,0.1891291,0.22288834,0.5879826
force.speed.1.619@test.com_Lab4_Q2,7,2,0,2,1,0.06907027,0.059997726,0.870932,0.081655666,0.060746305,0.857598
force.energy.2.730@test.com_Lab4_Q2,7,2,0,2,2,0.019672217,0.015169559,0.9651582,0.017098662,0.0040705637,0.97883075
force.energy.2.634@test.com_Lab4_Q2,7,2,0,1,0,0.06502172,0.060271244,0.874707,0.029662723,0.9650186,0.0053187716
force.energy.2.328@test.com_Lab4_Q2,7,2,0,2,2,0.071743235,0.062445063,0.8658117,0.070322536,0.04263046,0.887047
force.energy.2.853@test.com_Lab4_Q2,7,2,0,2,2,0.038554307,0.032126904,0.92931885,0.12529397,0.38517958,0.48952648
force.energy.2.994@test.com_Lab4_Q2,7,2,0,2,2,0.031461142,0.025198292,0.9433406,0.021848805,0.0063775345,0.9717737
force.energy.2.223@test.com_Lab4_Q2,7,2,0,2,2,0.017375115,0.013150505,0.9694744,0.025355395,0.0071282135,0.96751636
force.energy.2.271@test.com_Lab4_Q2,7,2,0,2,2,0.047937863,0.04108202,0.9109801,0.02791942,0.007837817,0.96424276
force.energy.3.607@test.com_Lab4_Q2,7,2,0,2,2,0.031248942,0.025471807,0.94327927,0.018630447,0.0044945185,0.97687507
force.energy.3.823@test.com_Lab4_Q2,7,2,0,2,2,0.12520458,0.12262674,0.7521687,0.028318034,0.010126809,0.9615551
force.energy.3.970@test.com_Lab4_Q2,7,2,0,2,2,0.02207204,0.017119661,0.96080834,0.018140644,0.004406423,0.977453
force.energy.4.496@test.com_Lab4_Q2,7,2,0,2,0,0.035656475,0.029799452,0.9345441,0.036660407,0.010304719,0.9530349
force.energy.4.493@test.com_Lab4_Q2,7,0,1,1,0,0.494675,0.36577523,0.1395498,0.18557142,0.80963975,0.0047887634
pe.ke.1.931@test.com_Lab4_Q2,7,2,0,2,2,0.025431188,0.020253645,0.9543152,0.02397272,0.0061111264,0.96991616
pe.ke.1.838@test.com_Lab4_Q2,7,2,0,2,2,0.031629544,0.025939971,0.9424305,0.016490132,0.0038628373,0.97964704
pe.ke.1.529@test.com_Lab4_Q2,7,2,1,1,2,0.16681771,0.23315585,0.6000264,0.04596131,0.9486207,0.0054180105
pe.ke.1.442@test.com_Lab4_Q2,7,2,0,2,2,0.033432692,0.026978204,0.9395891,0.018844662,0.004698653,0.97645676
pe.ke.4.220@test.com_Lab4_Q2,7,2,0,2,2,0.09648917,0.08983403,0.81367683,0.0275056,0.0066061295,0.96588826
pe.ke.4.100@test.com_Lab4_Q2,7,2,0,2,2,0.021140978,0.016494442,0.9623646,0.021772873,0.0061001,0.9721271
pe.ke.4.622@test.com_Lab4_Q2,7,2,0,2,2,0.036548946,0.03053316,0.93291783,0.0216195,0.0054701627,0.97291034
